Contingency,DeviceName,DeviceType,Action,From Bus Number ,From Bus Name ,To Bus Number ,To Bus Name ,Circuit ID ,,
DBCVPSA8,40560 EXPLOR_ 41652 UVALDE0 03,LINE,OUT,40560,EXPLOR_,41652,UVALDE0,3,,
DBCVPSA8,40560 EXPLOR_ 48102 EXPLOR0 SR,LINE,OUT,40560,EXPLOR_,48102,EXPLOR0,SR,,
DBCVPSA8,40716 GRNBYU_ 41652 UVALDE0 03,LINE,OUT,40716,GRNBYU_,41652,UVALDE0,3,,
DBCVPSA8,41021 LYONDL0 41300 PSARCO_ 03,LINE,OUT,41021,LYONDL0,41300,PSARCO_,3,,
DBECKI28,5035 BECK_RD 5250 KIRBY 1,LINE,OUT,5035,BECK_RD,5250,KIRBY,1,,
DBECKI28,5250 KIRBY 5410 ST_HEDWG 1,LINE,OUT,5250,KIRBY,5410,ST_HEDWG,1,,
DBECKIR8,5035 BECK_RD 5250 KIRBY 1,LINE,OUT,5035,BECK_RD,5250,KIRBY,1,,
DBECKIR8,5250 KIRBY 5395 SOMMERS 1,LINE,OUT,5250,KIRBY,5395,SOMMERS,1,,
DBEEPAL8,7348 L_MARBFA 7538 L_LAKEWA 1,LINE,OUT,7348,L_MARBFA,7538,L_LAKEWA,1,,
DBEEPAL8,7476 L_PALEFA 7540 L_BEECRE 1,LINE,OUT,7476,L_PALEFA,7540,L_BEECRE,1,,
DBEFAI58,5470 FAIRRA 7710 L_ESPERA 1,LINE,OUT,5470,FAIRRA,7710,L_ESPERA,1,,
DBEFAI58,7046 L_KENDAL 7770 L_BERGHE 1,LINE,OUT,7046,L_KENDAL,7770,L_BERGHE,1,,
DBEFAI58,7168 L_BOERNE 7710 L_ESPERA 1,LINE,OUT,7168,L_BOERNE,7710,L_ESPERA,1,,
DBELFAY8,7270 L_BELLSO 46220 PETERS_ 1,LINE,OUT,7270,L_BELLSO,46220,PETERS_,1,,
DBELFAY8,7270 L_BELLSO 7271 L_NEWBRE 1,LINE,OUT,7270,L_BELLSO,7271,L_NEWBRE,1,,
DBELFAY8,7271 L_NEWBRE 7273 L_WILLSP 1,LINE,OUT,7271,L_NEWBRE,7273,L_WILLSP,1,,
DBELFAY8,7273 L_WILLSP 7286 L_FAYETT 1,LINE,OUT,7273,L_WILLSP,7286,L_FAYETT,1,,
DBENCTR8,11209 CENTRAL 11213 LONESOM 1,LINE,OUT,11209,CENTRAL,11213,LONESOM,1,,
DBENCTR8,11210 LONESOM 11212 LONESOM 1,LINE,OUT,11210,LONESOM,11212,LONESOM,1,,
DBENCTR8,11212 LONESOM 71213 L_BENED 2,LINE,OUT,11212,LONESOM,71213,L_BENED,2,,
DBENCTR8,11213 LONESOM 11214 LONESOM 1,LINE,OUT,11213,LONESOM,11214,LONESOM,1,,
DBENCTR8,11213 LONESOM 71213 L_BENED 1,LINE,OUT,11213,LONESOM,71213,L_BENED,1,,
DBENCTR8,1209 CENTRALI 11212 LONESOM 1,LINE,OUT,1209,CENTRALI,11212,LONESOM,1,,
DBERAN58,7043 L_HAYSEN 7770 L_BERGHE 1,LINE,OUT,7043,L_HAYSEN,7770,L_BERGHE,1,,
DBERAN58,7170 L_BERGHE 7171 L_ANTLER 1,LINE,OUT,7170,L_BERGHE,7171,L_ANTLER,1,,
DBERBE58,7046 L_KENDAL 7770 L_BERGHE 1,LINE,OUT,7046,L_KENDAL,7770,L_BERGHE,1,,
DBERBE58,7169 L_FAIROA 7170 L_BERGHE 1,LINE,OUT,7169,L_FAIROA,7170,L_BERGHE,1,,
DBERBO58,7046 L_KENDAL 7770 L_BERGHE 1,LINE,OUT,7046,L_KENDAL,7770,L_BERGHE,1,,
DBERBO58,7153 L_WELFAR 7168 L_BOERNE 1,LINE,OUT,7153,L_WELFAR,7168,L_BOERNE,1,,
DBERES58,5470 FAIRRA 7710 L_ESPERA 1,LINE,OUT,5470,FAIRRA,7710,L_ESPERA,1,,
DBERES58,7046 L_KENDAL 7770 L_BERGHE 1,LINE,OUT,7046,L_KENDAL,7770,L_BERGHE,1,,
DBERES58,7168 L_BOERNE 7710 L_ESPERA 1,LINE,OUT,7168,L_BOERNE,7710,L_ESPERA,1,,
DBERHE58,7043 L_HAYSEN 7770 L_BERGHE 1,LINE,OUT,7043,L_HAYSEN,7770,L_BERGHE,1,,
DBERHE58,7172 L_HENNE_ 7173 L_RIVEOA 1,LINE,OUT,7172,L_HENNE_,7173,L_RIVEOA,1,,
DBERHI58,7043 L_HAYSEN 7770 L_BERGHE 1,LINE,OUT,7043,L_HAYSEN,7770,L_BERGHE,1,,
DBERHI58,7171 L_ANTLER 7177 L_HIGH46 1,LINE,OUT,7171,L_ANTLER,7177,L_HIGH46,1,,
DBERRI58,7043 L_HAYSEN 7770 L_BERGHE 1,LINE,OUT,7043,L_HAYSEN,7770,L_BERGHE,1,,
DBERRI58,7173 L_RIVEOA 7177 L_HIGH46 1,LINE,OUT,7173,L_RIVEOA,7177,L_HIGH46,1,,
DBERWE58,7046 L_KENDAL 7770 L_BERGHE 1,LINE,OUT,7046,L_KENDAL,7770,L_BERGHE,1,,
DBERWE58,7152 L_KENDAL 7153 L_WELFAR 1,LINE,OUT,7152,L_KENDAL,7153,L_WELFAR,1,,
DBET_HK8,45675 BETKA__ 45770 FREMAN_ 66,LINE,OUT,45675,BETKA__,45770,FREMAN_,66,,
DBET_HK8,45675 BETKA__ 45880 HOCKLY_ 66,LINE,OUT,45675,BETKA__,45880,HOCKLY_,66,,
DBET_HK8,45880 HOCKLY_ 45885 HOCKLY_ 65,LINE,OUT,45880,HOCKLY_,45885,HOCKLY_,65,,
DBFPOYS8,42190 BIPORT_ 43336 OYSCRK_ 82,LINE,OUT,42190,BIPORT_,43336,OYSCRK_,82,,
DBFPOYS8,43335 OYSCRK_ 43337 OYSCRK_ 82,LINE,OUT,43335,OYSCRK_,43337,OYSCRK_,82,,
DBFPOYS8,43335 OYSCRK_ 43337 OYSCRK_ BC,LINE,OUT,43335,OYSCRK_,43337,OYSCRK_,BC,,
DBFPOYS8,43337 OYSCRK_ 43345 GLOBAL_ 82,LINE,OUT,43337,OYSCRK_,43345,GLOBAL_,82,,
DBFPSN_8,42190 BIPORT_ 43330 CAVERN_ 82,LINE,OUT,42190,BIPORT_,43330,CAVERN_,82,,
DBFPSN_8,43150 RIWOOD_ 43330 CAVERN_ 82,LINE,OUT,43150,RIWOOD_,43330,CAVERN_,82,,
DBFPSN_8,43240 SINTEK_ 43300 STRATT_ 26,LINE,OUT,43240,SINTEK_,43300,STRATT_,26,,
DBGCGR89,42015 P_H_R__ 42561 ELDORA9 91,LINE,OUT,42015,P_H_R__,42561,ELDORA9,91,,
DBGCGR89,42561 ELDORA9 48098 S_HOUS9 91,LINE,OUT,42561,ELDORA9,48098,S_HOUS9,91,,
DBGCGR89,42582 ELLING9 43371 S_HOUS9 91,LINE,OUT,42582,ELLING9,43371,S_HOUS9,91,,
DBGCGR89,42690 GARDEN_ 47522 BLOGET_ 46,LINE,OUT,42690,GARDEN_,47522,BLOGET_,46,,
DBGCGR89,42741 GULFGT9 43052 PEARLD9 91,LINE,OUT,42741,GULFGT9,43052,PEARLD9,91,,
DBGCGR89,42741 GULFGT9 47560 COUGAR_ 91,LINE,OUT,42741,GULFGT9,47560,COUGAR_,91,,
DBGCGR89,43052 PEARLD9 43322 TELPHN9 91,LINE,OUT,43052,PEARLD9,43322,TELPHN9,91,,
DBGCGR89,43272 SPENCR_ 43371 S_HOUS9 91,LINE,OUT,43272,SPENCR_,43371,S_HOUS9,91,,
DBGCGR89,43322 TELPHN9 48098 S_HOUS9 91,LINE,OUT,43322,TELPHN9,48098,S_HOUS9,91,,
DBIGKEN5,60616 EDISON7 60709 OERSTED 1,LINE,OUT,60616,EDISON7,60709,OERSTED,1,,
DBIGKEN5,60619 EDISON7 60711 OERSTED 1,LINE,OUT,60619,EDISON7,60711,OERSTED,1,,
DBIGKEN5,60708 OERSTED 76003 L_BIGHI 1,LINE,OUT,60708,OERSTED,76003,L_BIGHI,1,,
DBIGKEN5,60710 OERSTED 76003 L_BIGHI 1,LINE,OUT,60710,OERSTED,76003,L_BIGHI,1,,
DBIGKEN5,7046 L_KENDAL 60618 EDISON7 1,LINE,OUT,7046,L_KENDAL,60618,EDISON7,1,,
DBIGKEN5,7046 L_KENDAL 60621 EDISON7 1,LINE,OUT,7046,L_KENDAL,60621,EDISON7,1,,
DBILJOR8,40150 BARHIL_ 40770 HACHER_ 59,LINE,OUT,40150,BARHIL_,40770,HACHER_,59,,
DBILJOR8,40762 RALYND_ 40855 JORDAN_ 59,LINE,OUT,40762,RALYND_,40855,JORDAN_,59,,
DBI_BI28,47010 BELAIR_ 47012 BELAIR_ 37,LINE,OUT,47010,BELAIR_,47012,BELAIR_,37,,
DBI_BI28,47010 BELAIR_ 47013 BELAIR0 BC,LINE,OUT,47010,BELAIR_,47013,BELAIR0,BC,,
DBI_BI28,47012 BELAIR_ 47381 SANFLP_ 37,LINE,OUT,47012,BELAIR_,47381,SANFLP_,37,,
DBI_BI28,47013 BELAIR0 47380 SANFLP_ 09,LINE,OUT,47013,BELAIR0,47380,SANFLP_,9,,
DBI_BI28,47380 SANFLP_ 47382 SANFLP_ 09,LINE,OUT,47380,SANFLP_,47382,SANFLP_,9,,
DBI_BI_8,44120 BRITMR_ 44311 HAYES_2 24,LINE,OUT,44120,BRITMR_,44311,HAYES_2,24,,
DBI_BI_8,44311 HAYES_2 44762 WCHASE2 24,LINE,OUT,44311,HAYES_2,44762,WCHASE2,24,,
DBI_BI_8,44762 WCHASE2 47072 DUNVAL_ 24,LINE,OUT,44762,WCHASE2,47072,DUNVAL_,24,,
DBI_BI_8,47010 BELAIR_ 47012 BELAIR_ 37,LINE,OUT,47010,BELAIR_,47012,BELAIR_,37,,
DBI_BI_8,47014 BELAIR2 47442 ULRICH_ 24,LINE,OUT,47014,BELAIR2,47442,ULRICH_,24,,
DBI_BI_8,47015 BELAIR_ 47411 SHARPS_ 05,LINE,OUT,47015,BELAIR_,47411,SHARPS_,5,,
DBI_BI_8,47071 DUNVAL0 47192 HILCRF_ 05,LINE,OUT,47071,DUNVAL0,47192,HILCRF_,5,,
DBI_BI_8,47071 DUNVAL0 47310 JENETA_ 05,LINE,OUT,47071,DUNVAL0,47310,JENETA_,5,,
DBI_BI_8,47072 DUNVAL_ 47191 HILCRF2 24,LINE,OUT,47072,DUNVAL_,47191,HILCRF2,24,,
DBI_BI_8,47191 HILCRF2 47442 ULRICH_ 24,LINE,OUT,47191,HILCRF2,47442,ULRICH_,24,,
DBI_BI_8,47192 HILCRF_ 47411 SHARPS_ 05,LINE,OUT,47192,HILCRF_,47411,SHARPS_,5,,
DBI_GT_8,47015 BELAIR_ 47320 KIRBY__ 37,LINE,OUT,47015,BELAIR_,47320,KIRBY__,37,,
DBI_GT_8,47150 H_O_C__ 47151 H_O_C__ 90,LINE,OUT,47150,H_O_C__,47151,H_O_C__,90,,
DBI_GT_8,47322 KIRBY__ 47660 GARROT_ 90,LINE,OUT,47322,KIRBY__,47660,GARROT_,90,,
DBI_GT_8,47322 KIRBY__ 48149 H_O_C_9 90,LINE,OUT,47322,KIRBY__,48149,H_O_C_9,90,,
DBMFBYU8,40090 SANDY__ 40941 LAPORT9 96,LINE,OUT,40090,SANDY__,40941,LAPORT9,96,,
DBMFBYU8,40200 BIMONT_ 111162 MIRAGE 96,LINE,OUT,40200,BIMONT_,111162,MIRAGE,96,,
DBMFBYU8,40200 BIMONT_ 40941 LAPORT9 96,LINE,OUT,40200,BIMONT_,40941,LAPORT9,96,,
DBMFBYU8,42160 BAYOU__ 42351 MCCABE_ 96,LINE,OUT,42160,BAYOU__,42351,MCCABE_,96,,
DBMFBYU8,42351 MCCABE_ 111162 MIRAGE 96,LINE,OUT,42351,MCCABE_,111162,MIRAGE,96,,
DBM_ADK8,44120 BRITMR_ 45611 ADICKS2 24,LINE,OUT,44120,BRITMR_,45611,ADICKS2,24,,
DBM_ADK8,44910 ZENITH_ 45811 FRYRD_7 76,LINE,OUT,44910,ZENITH_,45811,FRYRD_7,76,,
DBM_ADK8,45610 ADICKS_ 46312 TANNER_ 76,LINE,OUT,45610,ADICKS_,46312,TANNER_,76,,
DBM_ADK8,45611 ADICKS2 46311 TANNER_ 24,LINE,OUT,45611,ADICKS2,46311,TANNER_,24,,
DBM_ADK8,45802 GERTIE_ 45811 FRYRD_7 76,LINE,OUT,45802,GERTIE_,45811,FRYRD_7,76,,
DBM_ADK8,45802 GERTIE_ 46302 SATSUM_ 76,LINE,OUT,45802,GERTIE_,46302,SATSUM_,76,,
DBM_ADK8,46300 SATSUM_ 46311 TANNER_ 24,LINE,OUT,46300,SATSUM_,46311,TANNER_,24,,
DBM_ADK8,46302 SATSUM_ 46312 TANNER_ 76,LINE,OUT,46302,SATSUM_,46312,TANNER_,76,,
DBM_BI_8,44120 BRITMR_ 44310 HAYES__ 09,LINE,OUT,44120,BRITMR_,44310,HAYES__,9,,
DBM_BI_8,44120 BRITMR_ 44311 HAYES_2 24,LINE,OUT,44120,BRITMR_,44311,HAYES_2,24,,
DBM_BI_8,44311 HAYES_2 44762 WCHASE2 24,LINE,OUT,44311,HAYES_2,44762,WCHASE2,24,,
DBM_BI_8,44762 WCHASE2 47072 DUNVAL_ 24,LINE,OUT,44762,WCHASE2,47072,DUNVAL_,24,,
DBM_BI_8,47010 BELAIR_ 47012 BELAIR_ 37,LINE,OUT,47010,BELAIR_,47012,BELAIR_,37,,
DBM_BI_8,47014 BELAIR2 47442 ULRICH_ 24,LINE,OUT,47014,BELAIR2,47442,ULRICH_,24,,
DBM_BI_8,47072 DUNVAL_ 47191 HILCRF2 24,LINE,OUT,47072,DUNVAL_,47191,HILCRF2,24,,
DBM_BI_8,47191 HILCRF2 47442 ULRICH_ 24,LINE,OUT,47191,HILCRF2,47442,ULRICH_,24,,
DBM_BM_8,44120 BRITMR_ 44621 SAUER_7 73,LINE,OUT,44120,BRITMR_,44621,SAUER_7,73,,
DBM_BM_8,44120 BRITMR_ 44624 SAUER_8 81,LINE,OUT,44120,BRITMR_,44624,SAUER_8,81,,
DBM_BM_8,44620 SAUER__ 44622 SAUER_7 73,LINE,OUT,44620,SAUER__,44622,SAUER_7,73,,
DBM_BM_8,44623 SAUER_8 44625 SAUER__ 81,LINE,OUT,44623,SAUER_8,44625,SAUER__,81,,
DBM_WI28,44120 BRITMR_ 44801 WOODCK8 81,LINE,OUT,44120,BRITMR_,44801,WOODCK8,81,,
DBM_WI28,44120 BRITMR_ 44802 WOODCK7 73,LINE,OUT,44120,BRITMR_,44802,WOODCK7,73,,
DBM_WI28,44462 MEMORL_ 44780 WESTIM_ 73,LINE,OUT,44462,MEMORL_,44780,WESTIM_,73,,
DBM_WI28,44462 MEMORL_ 44802 WOODCK7 73,LINE,OUT,44462,MEMORL_,44802,WOODCK7,73,,
DBM_WI28,44801 WOODCK8 906051 MEMORL 81,LINE,OUT,44801,WOODCK8,906051,MEMORL,81,,
DBNBDCS5,1873 BENBRK_5 1890 DECRDOVA 1,LINE,OUT,1873,BENBRK_5,1890,DECRDOVA,1,,
DBNBDCS5,1877 MITCHBND 1880 ROCKYCRK 1,LINE,OUT,1877,MITCHBND,1880,ROCKYCRK,1,,
DBNBEVR5,1436 PARKER_5 1873 BENBRK_5 1,LINE,OUT,1436,PARKER_5,1873,BENBRK_5,1,,
DBNBEVR5,1870 BENBRK_B 1935 SYCMRCRK 1,LINE,OUT,1870,BENBRK_B,1935,SYCMRCRK,1,,
DBNBEVR5,1886 EVRMAN_E 1935 SYCMRCRK 1,LINE,OUT,1886,EVRMAN_E,1935,SYCMRCRK,1,,
DBNBPKR5,11876 BENBRK_ 13.8 24021 BNBSW1_ 1 1,XFMR,OUT,11876,BENBRK_,24021,BNBSW1_,1,1,
DBNBPKR5,1436 PARKER_5 1869 BENBRK_A 1,LINE,OUT,1436,PARKER_5,1869,BENBRK_A,1,,
DBNBPKR5,1869 BENBRK_A 1873 BENBRK_5 1,LINE,OUT,1869,BENBRK_A,1873,BENBRK_5,1,,
DBNBPKR5,1869 BENBRK_A 345 24021 BNBSW1_ 1 1,XFMR,OUT,1869,BENBRK_A,24021,BNBSW1_,1,1,
DBNBPKR5,1873 BENBRK_5 1890 DECRDOVA 1,LINE,OUT,1873,BENBRK_5,1890,DECRDOVA,1,,
DBNBPKR5,18741 BENBRK_ 138 24021 BNBSW1_ 1 1,XFMR,OUT,18741,BENBRK_,24021,BNBSW1_,1,1,
DBNMLYD8,40275 CHANEL_ 40640 BRANUM_ 70,LINE,OUT,40275,CHANEL_,40640,BRANUM_,70,,
DBNMLYD8,40275 CHANEL_ 41000 LYDELL_ 70,LINE,OUT,40275,CHANEL_,41000,LYDELL_,70,,
DBOMGRS8,1422 BOWMAN_5 17002 GARVEYR 1,LINE,OUT,1422,BOWMAN_5,17002,GARVEYR,1,,
DBOMGRS8,1424 BOWMAN_B 1431 GRHAMSES 1,LINE,OUT,1424,BOWMAN_B,1431,GRHAMSES,1,,
DBOMLKW8,1423 BOWMAN_A 1464 WFALLS_S 1,LINE,OUT,1423,BOWMAN_A,1464,WFALLS_S,1,,
DBOMLKW8,1424 BOWMAN_B 1446 LKWICHIT 1,LINE,OUT,1424,BOWMAN_B,1446,LKWICHIT,1,,
DBOMPLV8,1423 BOWMAN_A 1499 PARKWAY2 1,LINE,OUT,1423,BOWMAN_A,1499,PARKWAY2,1,,
DBOMPLV8,1424 BOWMAN_B 1500 PARKWAY1 1,LINE,OUT,1424,BOWMAN_B,1500,PARKWAY1,1,,
DBOMPLV8,1450 PLEASVAL 1499 PARKWAY2 1,LINE,OUT,1450,PLEASVAL,1499,PARKWAY2,1,,
DBOMPLV8,1498 WFCOGEN_ 1500 PARKWAY1 1,LINE,OUT,1498,WFCOGEN_,1500,PARKWAY1,1,,
DBONWFP8,1691 VALLYSES 1755 ECTOR_P8 1,LINE,OUT,1691,VALLYSES,1755,ECTOR_P8,1,,
DBONWFP8,1693 PARIS_SW 1801 PAR_PUMP 1,LINE,OUT,1693,PARIS_SW,1801,PAR_PUMP,1,,
DBONWFP8,1755 ECTOR_P8 1762 BONHMNW1 1,LINE,OUT,1755,ECTOR_P8,1762,BONHMNW1,1,,
DBONWFP8,1755 ECTOR_P8 6830 ECTOR_RC 1,LINE,OUT,1755,ECTOR_P8,6830,ECTOR_RC,1,,
DBONWFP8,1760 BONHMSS1 1762 BONHMNW1 1,LINE,OUT,1760,BONHMSS1,1762,BONHMNW1,1,,
DBONWFP8,1760 BONHMSS1 1766 EXPLR_PL 1,LINE,OUT,1760,BONHMSS1,1766,EXPLR_PL,1,,
DBONWFP8,1760 BONHMSS1 1808 BONHAM_8 1,LINE,OUT,1760,BONHMSS1,1808,BONHAM_8,1,,
DBONWFP8,1801 PAR_PUMP 17011 LKCRK_P 1,LINE,OUT,1801,PAR_PUMP,17011,LKCRK_P,1,,
DBONWFP8,1801 PAR_PUMP 6827 HSTN_RC 1,LINE,OUT,1801,PAR_PUMP,6827,HSTN_RC,1,,
DBONWFP8,1808 BONHAM_8 1810 WOLFCTY_ 1,LINE,OUT,1808,BONHAM_8,1810,WOLFCTY_,1,,
DBONWFP8,1809 WOLFECTY 1810 WOLFCTY_ 1,LINE,OUT,1809,WOLFECTY,1810,WOLFCTY_,1,,
DBONWFP8,1809 WOLFECTY 1816 COMM_SW_ 1,LINE,OUT,1809,WOLFECTY,1816,COMM_SW_,1,,
DBONWFP8,1810 WOLFCTY_ 6850 WLF_C_RC 1,LINE,OUT,1810,WOLFCTY_,6850,WLF_C_RC,1,,
DBONWFP8,1816 COMM_SW_ 17011 LKCRK_P 3,LINE,OUT,1816,COMM_SW_,17011,LKCRK_P,3,,
DBONWFP8,6834 ENLOE_SW 17011 LKCRK_P 1,LINE,OUT,6834,ENLOE_SW,17011,LKCRK_P,1,,
DBORESP8,5470 FAIRRA 7710 L_ESPERA 1,LINE,OUT,5470,FAIRRA,7710,L_ESPERA,1,,
DBORESP8,7153 L_WELFAR 7168 L_BOERNE 1,LINE,OUT,7153,L_WELFAR,7168,L_BOERNE,1,,
DBORESP8,7168 L_BOERNE 7710 L_ESPERA 1,LINE,OUT,7168,L_BOERNE,7710,L_ESPERA,1,,
DBRAALA8,5007 ALAMO1_8 5025 BRAUNIG_ 1,LINE,OUT,5007,ALAMO1_8,5025,BRAUNIG_,1,,
DBRAALA8,5025 BRAUNIG_ 5465 VALLEY 1,LINE,OUT,5025,BRAUNIG_,5465,VALLEY,1,,
DBRABRA8,5030 BRAUNIG_ 5095 COLISEUM 1,LINE,OUT,5030,BRAUNIG_,5095,COLISEUM,1,,
DBRABRA8,5030 BRAUNIG_ 5205 HIGHLAND 1,LINE,OUT,5030,BRAUNIG_,5205,HIGHLAND,1,,
DBRACOL8,5030 BRAUNIG_ 5045 BROOKS 1,LINE,OUT,5030,BRAUNIG_,5045,BROOKS,1,,
DBRACOL8,5030 BRAUNIG_ 5095 COLISEUM 1,LINE,OUT,5030,BRAUNIG_,5095,COLISEUM,1,,
DBRATEN8,5030 BRAUNIG_ 5095 COLISEUM 1,LINE,OUT,5030,BRAUNIG_,5095,COLISEUM,1,,
DBRATEN8,5175 GRANDVEW 5420 TENTH_ST 1,LINE,OUT,5175,GRANDVEW,5420,TENTH_ST,1,,
DBRAVAL8,5007 ALAMO1_8 5025 BRAUNIG_ 1,LINE,OUT,5007,ALAMO1_8,5025,BRAUNIG_,1,,
DBRAVAL8,5053 CAGNON3_ 5465 VALLEY 1,LINE,OUT,5053,CAGNON3_,5465,VALLEY,1,,
DBRA_HI8,5030 BRAUNIG_ 5095 COLISEUM 1,LINE,OUT,5030,BRAUNIG_,5095,COLISEUM,1,,
DBRA_HI8,5175 GRANDVEW 5205 HIGHLAND 1,LINE,OUT,5175,GRANDVEW,5205,HIGHLAND,1,,
DBRDHLS9,2295 BARDWELL 2336 FORESTON 1,LINE,OUT,2295,BARDWELL,2336,FORESTON,1,,
DBRDHLS9,2295 BARDWELL 2337 ITALY_9 1,LINE,OUT,2295,BARDWELL,2337,ITALY_9,1,,
DBRDHLS9,2336 FORESTON 3523 HILLBORO 1,LINE,OUT,2336,FORESTON,3523,HILLBORO,1,,
DBRDHLS9,2337 ITALY_9 2338 MILFRDEX 1,LINE,OUT,2337,ITALY_9,2338,MILFRDEX,1,,
DBRDHLS9,2338 MILFRDEX 2339 MILFRDEX 1,LINE,OUT,2338,MILFRDEX,2339,MILFRDEX,1,,
DBRDHLS9,2338 MILFRDEX 3523 HILLBORO 1,LINE,OUT,2338,MILFRDEX,3523,HILLBORO,1,,
DBRHLIG8,12109 WHITETA 12110 WHITETA 2,LINE,OUT,12109,WHITETA,12110,WHITETA,2,,
DBRHLIG8,1922 LIGGETT_ 2124 INT_AIR1 1,LINE,OUT,1922,LIGGETT_,2124,INT_AIR1,1,,
DBRHLIG8,1924 LIGGETT_ 2125 INT_AIR2 1,LINE,OUT,1924,LIGGETT_,2125,INT_AIR2,1,,
DBRHLIG8,1951 HANDLEYD 12110 WHITETA 1,LINE,OUT,1951,HANDLEYD,12110,WHITETA,1,,
DBRHLIG8,2111 WHITE1_8 12110 WHITETA 1,LINE,OUT,2111,WHITE1_8,12110,WHITETA,1,,
DBRHLIG8,2114 TRINITY3 12109 WHITETA 1,LINE,OUT,2114,TRINITY3,12109,WHITETA,1,,
DBRHLIG8,2114 TRINITY3 2115 HURSTN_8 1,LINE,OUT,2114,TRINITY3,2115,HURSTN_8,1,,
DBRHLIG8,2115 HURSTN_8 12115 BELLHEL 1,LINE,OUT,2115,HURSTN_8,12115,BELLHEL,1,,
DBRHLIG8,2115 HURSTN_8 2117 DAVIS_T8 1,LINE,OUT,2115,HURSTN_8,2117,DAVIS_T8,1,,
DBRHLIG8,2117 DAVIS_T8 2240 DAVIS2_8 1,LINE,OUT,2117,DAVIS_T8,2240,DAVIS2_8,1,,
DBRHLIG8,2117 DAVIS_T8 903495 EULTRI 1,LINE,OUT,2117,DAVIS_T8,903495,EULTRI,1,,
DBRHLIG8,2124 INT_AIR1 2128 WATSON1_ 1,LINE,OUT,2124,INT_AIR1,2128,WATSON1_,1,,
DBRHLIG8,2125 INT_AIR2 903495 EULTRI 1,LINE,OUT,2125,INT_AIR2,903495,EULTRI,1,,
DBRHLIG8,2128 WATSON1_ 2133 BRKHLW1_ 1,LINE,OUT,2128,WATSON1_,2133,BRKHLW1_,1,,
DBRHLIG8,2133 BRKHLW1_ 2135 BRKHLW1_ 1,LINE,OUT,2133,BRKHLW1_,2135,BRKHLW1_,1,,
DBRHLIG8,2133 BRKHLW1_ 2141 EXECPKWY 1,LINE,OUT,2133,BRKHLW1_,2141,EXECPKWY,1,,
DBRI_SA8,44120 BRITMR_ 45610 ADICKS_ 09,LINE,OUT,44120,BRITMR_,45610,ADICKS_,9,,
DBRI_SA8,44120 BRITMR_ 45611 ADICKS2 24,LINE,OUT,44120,BRITMR_,45611,ADICKS2,24,,
DBRI_SA8,45611 ADICKS2 46311 TANNER_ 24,LINE,OUT,45611,ADICKS2,46311,TANNER_,24,,
DBRI_SA8,46300 SATSUM_ 46311 TANNER_ 24,LINE,OUT,46300,SATSUM_,46311,TANNER_,24,,
DBRNBR28,5030 BRAUNIG_ 5045 BROOKS 1,LINE,OUT,5030,BRAUNIG_,5045,BROOKS,1,,
DBRNBR28,5190 HARLANDA 5395 SOMMERS 1,LINE,OUT,5190,HARLANDA,5395,SOMMERS,1,,
DBRNBRO8,5030 BRAUNIG_ 5045 BROOKS 1,LINE,OUT,5030,BRAUNIG_,5045,BROOKS,1,,
DBRNBRO8,5030 BRAUNIG_ 5205 HIGHLAND 1,LINE,OUT,5030,BRAUNIG_,5205,HIGHLAND,1,,
DBRNCMN8,1441 COMCHESS 1661 BRNWD1_8 1,LINE,OUT,1441,COMCHESS,1661,BRNWD1_8,1,,
DBRNCMN8,1655 BRNWDSW_ 1657 CAMPBOW_ 1,LINE,OUT,1655,BRNWDSW_,1657,CAMPBOW_,1,,
DBRNCMN8,1656 BRNWD_S_ 1657 CAMPBOW_ 1,LINE,OUT,1656,BRNWD_S_,1657,CAMPBOW_,1,,
DBRNCMN8,1656 BRNWD_S_ 1661 BRNWD1_8 1,LINE,OUT,1656,BRNWD_S_,1661,BRNWD1_8,1,,
DBRNCMN8,1657 CAMPBOW_ 7386 L_CAMPBO 1,LINE,OUT,1657,CAMPBOW_,7386,L_CAMPBO,1,,
DBRNGOL8,1655 BRNWDSW_ 1657 CAMPBOW_ 1,LINE,OUT,1655,BRNWDSW_,1657,CAMPBOW_,1,,
DBRNGOL8,1655 BRNWDSW_ 7070 L_GOLDTH 1,LINE,OUT,1655,BRNWDSW_,7070,L_GOLDTH,1,,
DBRNGOL8,1656 BRNWD_S_ 1657 CAMPBOW_ 1,LINE,OUT,1656,BRNWD_S_,1657,CAMPBOW_,1,,
DBRNGOL8,1656 BRNWD_S_ 1661 BRNWD1_8 1,LINE,OUT,1656,BRNWD_S_,1661,BRNWD1_8,1,,
DBRNGOL8,1657 CAMPBOW_ 7386 L_CAMPBO 1,LINE,OUT,1657,CAMPBOW_,7386,L_CAMPBO,1,,
DBRNHIG8,5030 BRAUNIG_ 5205 HIGHLAND 1,LINE,OUT,5030,BRAUNIG_,5205,HIGHLAND,1,,
DBRNHIG8,5175 GRANDVEW 5205 HIGHLAND 1,LINE,OUT,5175,GRANDVEW,5205,HIGHLAND,1,,
DBRNSTR8,5025 BRAUNIG_ 5417 STREICH 1,LINE,OUT,5025,BRAUNIG_,5417,STREICH,1,,
DBRNSTR8,5030 BRAUNIG_ 5395 SOMMERS 1,LINE,OUT,5030,BRAUNIG_,5395,SOMMERS,1,,
